Time,Kn,Pc psi,Thrust n,Mass Flux,Mass Flow,Cf,Surface Area,Nozzle Erosion,Mass Flux Grain 1
0.01,2011.0846875,9973.884765625,335.345248639559,2.77787971496582,0.306807355387101,1.82616548707897,9.7929313125,0,2.7778797423266
0.02,2041.25377049282,10182.8837890625,342.514082857131,2.6924147605896,0.313236400208858,1.8269217389577,9.9398389784706,0,2.69241486557301
0.03,2071.4093822805,10393.005859375,349.721401902256,2.61143398284912,0.319699982053966,1.82765139310454,10.086681046713,0,2.61143401525229
0.04,2101.54654948848,10604.2041015625,356.965678599238,2.53460049629211,0.326196648460378,1.82835564559652,10.2334332994925,0,2.53460047752315
0.05,2131.660332,10816.4287109375,364.245114274479,2.46160936355591,0.332724915583796,1.82903561773164,10.3800716810226,0,2.46160945358941
0.06,2161.74582082497,11029.6337890625,371.558215689519,2.39218497276306,0.339283327476958,1.82969238258361,10.5265722870872,0,2.3921848625157
0.07,2191.79814143205,11243.7705078125,378.903252045237,2.32607579231262,0.345870397618338,1.83032694657057,10.6729113812663,0,2.32607569034778
0.08,2221.8124515966,11458.7900390625,386.278560416984,2.26305341720581,0.352484634297622,1.8309402628882,10.819065384457,0,2.26305343058186
0.09,2251.78394162718,11674.64453125,393.682545754589,2.20290970802307,0.359124549423617,1.83153323737343,10.9650108759756,0,2.20290971397523
0.1,2281.70783527342,11891.28515625,401.113477258928,2.1454541683197,0.365788642025361,1.83210672596587,11.1107245979793,0,2.145454075917
0.11,2311.57938916015,12108.662109375,408.569658068118,2.09051203727722,0.372475398459682,1.83266153801769,11.25618345271,0,2.09051210949046
0.12,2341.39389228092,12326.7275390625,416.049459194748,2.03792405128479,0.379183318036294,1.833198446429,11.4013645000288,0,2.03792397589789
0.13,2371.14666753434,12545.431640625,423.551183776933,1.98754274845123,0.385910879670586,1.83371818011511,11.5462449648964,0,1.98754276225816
0.14,2400.83307050585,12764.7236328125,431.073033141075,1.93923330307007,0.392656550446774,1.83422142931337,11.6908022314412,0,1.93923326828239
0.15,2430.44848901365,12984.5556640625,438.613446174239,1.89287102222443,0.399418819711605,1.83470885656587,11.8350138407486,0,1.89287104340928
0.16,2459.98834520394,13204.8779296875,446.170692077303,1.84834110736847,0.406196157342077,1.83518108730022,11.9788575010632,0,1.84834115931203
0.17,2489.44809437445,13425.6396484375,453.742938239432,1.80553734302521,0.41298702230507,1.83563871439824,12.1223110820603,0,1.80553737111942
0.18,2518.82322452052,13646.791015625,461.328555673215,1.76436138153076,0.419789879800188,1.83608230408943,12.2653526126354,0,1.76436139817397
0.19,2548.10925711093,13868.2822265625,468.925915391242,1.72472214698792,0.426603193189527,1.83651239536095,12.4079602846823,0,1.72472216752309
0.2,2577.3017472137,14090.0634765625,476.533150845441,1.68653512001038,0.433425424290077,1.83692950146886,12.5501124537054,0,1.68653517524394
0.21,2606.3962836142,14312.0849609375,484.148666985639,1.64972186088562,0.440255033662469,1.83733411135501,12.691787639395,0,1.64972191364573
0.22,2635.38848892657,14534.2958984375,491.770631201,1.61420929431915,0.447090472424887,1.83772668927694,12.8329645261699,0,1.61420932605042
0.23,2664.27401915422,14756.6455078125,499.397380566877,1.57992935180664,0.453930190913355,1.838107677957,12.9736219610372,0,1.5799293793675
0.24,2693.04856383609,14979.083984375,507.027184284147,1.54681873321533,0.460772647437476,1.83847750132985,13.1137389543043,0,1.54681867425059
0.25,2721.70784671102,15201.5625,514.6584133654,1.51481807231903,0.467616308651727,1.83883656538925,13.2532946828145,0,1.51481806175136
0.26,2750.24762632273,15424.0283203125,522.289133388088,1.48387217521667,0.474459607559991,1.83918525145743,13.3922684928924,0,1.48387216453232
0.27,2778.66369404323,15646.43359375,529.917817176514,1.4539293050766,0.481301019671008,1.83952393122166,13.5306398907196,0,1.45392931955769
0.28,2806.95187676436,15868.7265625,537.542632119842,1.42494106292725,0.488138987470985,1.83985295374697,13.6683885554403,0,1.42494104914537
0.29,2835.10803494989,16090.857421875,545.161847418949,1.39686191082001,0.494971971164326,1.84017265546991,13.8054943296768,0,1.39686196978384
0.3,2863.12806375359,16312.7763671875,552.773800149188,1.36964952945709,0.50179843217043,1.84048335790288,13.9419372249733,0,1.36964950443815
0.31,2891.00789309809,16534.431640625,560.376759511436,1.34326362609863,0.508616816439546,1.84078536577135,14.0776974221803,0,1.34326362696678
0.32,2918.74348683384,16755.77734375,567.969096518284,1.317666888237,0.515425622316832,1.84107897830282,14.212755267359,0,1.31766685121493
0.33,2946.33084560237,16976.759765625,575.548944621658,1.29282379150391,0.522223282688173,1.84136447145029,14.3470912857239,0,1.29282373749537
0.34,2973.76600321899,17197.330078125,583.114708771385,1.26870107650757,0.529008274707043,1.84164211562878,14.4806861640287,0,1.26870102756994
0.35,3001.0450290763,17417.439453125,590.664590293868,1.24526739120483,0.535779078095921,1.84191216958721,14.6135207622696,0,1.24526737969277
0.36,3028.16402818661,17637.0390625,598.197028076173,1.22249329090118,0.542534175387896,1.84217488098817,14.7455761138924,0,1.22249323417239
0.37,3055.11914122733,17856.078125,605.710189507463,1.20035064220428,0.549272035223636,1.8424304847029,14.8768334260131,0,1.20035065294891
0.38,3081.90654376712,18074.505859375,613.20244560033,1.17881321907043,0.555991129383308,1.84267920579399,15.0072740756501,0,1.17881324842143
0.39,3108.52244638644,18292.275390625,620.672099492887,1.15785610675812,0.562689966917484,1.8429212642706,15.1368796103107,0,1.15785614826674
0.4,3134.96309638264,18509.337890625,628.117454323249,1.13745582103729,0.569367043850644,1.84315686874254,15.2656317562944,0,1.13745578571452
0.41,3161.2247769808,18725.64453125,635.536948978484,1.11758983135223,0.576020860204194,1.84338621916128,15.3935124148501,0,1.11758985003988
0.42,3187.30380739401,18941.146484375,642.928818722229,1.09823715686798,0.582649920226652,1.84360950722945,15.5205036624691,0,1.09823720487574
0.43,3213.1965428873,19155.794921875,650.291434567076,1.07937777042389,0.589252732622108,1.84382691678748,15.6465877511972,0,1.07937781275615
0.44,3238.89937484529,19369.541015625,657.623099651139,1.06099271774292,0.59582781077701,1.84403862417913,15.7717471089636,0,1.06099266534772
0.45,3264.40873084379,19582.33984375,664.922184987009,1.04306375980377,0.602373706870535,1.84424480234049,15.8959643399296,0,1.0430637775546
0.46,3289.72107614123,19794.140625,672.187129461751,1.02557396888733,0.608888927647138,1.84444561156847,16.0192222317513,0,1.02557397586897
0.47,3314.83291155243,20004.896484375,679.41623621348,1.00850701332092,0.615372018946075,1.84464120940248,16.1415037452257,0,1.00850699575303
0.48,3339.74077495824,20214.5625,686.607944129263,0.991847395896912,0.621821549242509,1.84483174877502,16.2627920216421,0,0.991847394239767
0.49,3364.44124200477,20423.08984375,693.760556347213,0.975580394268036,0.628236059154499,1.84501737296021,16.3830703861868,0,0.975580419455764
0.5,3388.93092476865,20630.4296875,700.872443879922,0.959692001342773,0.63461409528183,1.84519821957718,16.5023223414437,0,0.959692025956754
0.51,3413.20647185788,20836.541015625,707.942249237881,0.944168925285339,0.640954278192834,1.8453744274492,16.6205315678854,0,0.944168933143343
0.52,3437.2645710453,21041.373046875,714.968071935779,0.928998351097107,0.647255150631867,1.84554612160544,16.7376819366969,0,0.928998353189699
0.53,3461.101946055,21244.8828125,721.948622358583,0.914168179035187,0.653515329595531,1.84571342863228,16.8537574941268,0,0.914168187288491
0.54,3484.71535916845,21447.025390625,728.882271518884,0.899666845798492,0.659733422301549,1.84587646847136,16.9687424741781,0,0.899666862624029
0.55,3508.10161058675,21647.751953125,735.767322554797,0.885483264923096,0.665908009317756,1.84603535326042,17.0826212955026,0,0.885483282647277
0.56,3531.25753728159,21847.021484375,742.602417976813,0.871606945991516,0.672037746187612,1.84619019684048,17.1953785558056,0,0.871606936521916
0.57,3554.18001542636,22044.7890625,749.385996671998,0.858027756214142,0.67812126242145,1.8463411055326,17.3069990436842,0,0.858027730803785
0.58,3576.8659592013,22241.0078125,756.116497527418,0.844735980033875,0.684157178397049,1.846488180052,17.4174677328091,0,0.844735991643345
0.59,3599.3123202857,22435.63671875,762.792359430139,0.831722497940063,0.690144173213779,1.84663152151198,17.5267697794516,0,0.831722525765467
0.6,3621.51608958428,22628.6328125,769.412224890653,0.818978488445282,0.696080917431267,1.84677122561068,17.6348905308904,0,0.818978510094002
0.61,3643.47429665471,22819.94921875,775.974532796025,0.806495428085327,0.701966056195291,1.84690738154314,17.7418155226239,0,0.806495454703194
0.62,3665.18400868464,23009.548828125,782.477993531223,0.794265329837799,0.707798327813485,1.84704008187377,17.8475304733889,0,0.794265321873471
0.63,3686.64233316528,23197.38671875,788.920978108836,0.782280325889587,0.713576411959328,1.84716941011762,17.9520212981793,0,0.782280327880607
0.64,3707.84641578084,23383.419921875,795.302061164883,0.77053302526474,0.719299014149321,1.84729544788915,18.0552740979691,0,0.770533027102201
0.65,3728.79344098954,23567.609375,801.619817335378,0.759016335010529,0.724964882964828,1.84741827621762,18.1572751625414,0,0.759016311244466
0.66,3749.48063303426,23749.9140625,807.873024879766,0.747723340988159,0.730572759586199,1.84753797165754,18.2580109754098,0,0.747723337726896
0.67,3769.90525543869,23930.29296875,814.060190559586,0.736647546291351,0.736121394801643,1.84765460776963,18.3574682113649,0,0.736647535049352
0.68,3790.06461102997,24108.705078125,820.179821136381,0.725782573223114,0.741609549172668,1.84776825523951,18.4556337365845,0,0.725782589620253
0.69,3809.9560419702,24285.111328125,826.230694869593,0.71512246131897,0.747036010141421,1.84787898320707,18.5524946087873,0,0.715122449557764
0.7,3829.57693023836,24459.474609375,832.211454269713,0.704661309719086,0.752399592281432,1.84798685928634,18.6480380795793,0,0.7046613109542
0.71,3848.92469806724,24631.75390625,838.120741847235,0.694393575191498,0.757699086710268,1.84809194603926,18.7422515965814,0,0.694393558419255
0.72,3867.99680706826,24801.912109375,843.957267987124,0.684313833713531,0.762933328840168,1.84819430591102,18.8351227991679,0,0.684313819502424
0.73,3886.79075912745,24969.91015625,849.719743074349,0.674416899681091,0.768101147875801,1.8482939977098,18.9266395228296,0,0.674416906488206
0.74,3905.3040959912,25135.712890625,855.406877493877,0.664697825908661,0.773201417707831,1.84839108018605,19.016789797156,0,0.664697852799871
0.75,3923.53440010172,25299.283203125,861.017449505151,0.655151844024658,0.778233006395186,1.84848560860697,19.1055618499044,0,0.655151858003991
0.76,3941.47929417827,25460.583984375,866.550237367613,0.645774304866791,0.783194793167847,1.8485776360249,19.1929441049601,0,0.645774295453565
0.77,3959.1364412383,25619.580078125,872.00395146623,0.6365607380867,0.788085685513754,1.84866721445153,19.2789251824396,0,0.63656071826031
0.78,3976.5035449984,25776.236328125,877.377370060446,0.627506852149963,0.7929046024537,1.8487543937877,19.3634939006426,0,0.627506836977931
0.79,3993.57834987395,25930.51953125,882.669339284179,0.61860853433609,0.797650491619627,1.84883922296736,19.4466392760512,0,0.618608525916056
0.8,4010.35864134243,26082.392578125,887.878773145822,0.609861791133881,0.802322278632609,1.84892174680267,19.5283505250981,0,0.609861776516436
0.81,4026.84224523439,26231.82421875,893.004382030342,0.601262748241425,0.806918951805091,1.84900201139186,19.6086170607142,0,0.601262757362967
0.82,4043.02702881376,26378.78125,898.045079946133,0.592807769775391,0.81143949471476,1.84908005987976,19.6874284975899,0,0.592807754444025
0.83,4058.91090041131,26523.228515625,902.999780901589,0.584493160247803,0.815882886257559,1.84915593258255,19.764774650389,0,0.584493167175797
0.84,4074.49180911685,26665.138671875,907.867331030628,0.576315581798553,0.820248185422398,1.84922967215039,19.8406455322509,0,0.576315564081921
0.85,4089.76774608964,26804.478515625,912.646847965069,0.568271577358246,0.824534413077547,1.84930131641902,19.9150313611712,0,0.568271590758982
0.86,4104.7367435629,26941.216796875,917.33704208988,0.560357987880707,0.828740619660097,1.84937090258218,19.9879225551542,0,0.560358015093966
0.87,4119.39687518471,27075.322265625,921.93689528793,0.552571713924408,0.83286586841816,1.84943846621463,20.0593097338727,0,0.552571710290697
0.88,4133.74625603454,27206.767578125,926.445660939989,0.544909656047821,0.836909269413345,1.84950404326307,20.1291837187489,0,0.544909672738607
0.89,4147.78304321222,27335.5234375,930.86198155655,0.537369012832642,0.840869928923623,1.84956766712168,20.1975355358224,0,0.537368983162881
0.9,4161.50543552781,27461.560546875,935.185178392858,0.529946804046631,0.844746966432588,1.84962936967985,20.2643564142394,0,0.529946814739163
0.91,4174.91167351365,27584.8515625,939.414165457307,0.522640466690063,0.848539531681099,1.84968918231124,20.3296377863121,0,0.522640439956823
0.92,4188.00003970523,27705.369140625,943.547924632765,0.515447199344635,0.852246787885879,1.84974713494084,20.3933712888859,0,0.515447215864953
0.93,4200.76885863829,27823.087890625,947.585845048955,0.508364617824554,0.855867928783395,1.84980325701543,20.4555487633257,0,0.508364590944143
0.94,4213.21649710038,27937.98046875,951.526772839795,0.501390099525452,0.859402144895193,1.84985757566712,20.5161622567403,0,0.501390081244031
0.95,4225.34136387852,28050.021484375,955.369825637103,0.494521290063858,0.862848657458624,1.84991011761542,20.5752040207543,0,0.494521287964946
